
1701061398729|0.084|ms
1701061398821|0.071|ms
1701061398928|0.086|ms
1701061399025|0.075|ms
1701061399152|0.095|ms
1701061399244|0.068|ms
1701061399339|0.073|ms
1701061399438|0.077|ms
1701061399531|0.07|ms
1701061399643|0.082|ms
1701061399739|0.072|ms
1701061399833|0.07|ms
1701061399939|0.082|ms
1701061400034|0.072|ms
1701061400120|0.062|ms
1701061400219|0.076|ms
1701061400305|0.063|ms
1701061400447|0.117|ms
1701061400562|0.09|ms
1701061400664|0.077|ms
1701061400756|0.069|ms
1701061400850|0.069|ms
1701061400951|0.071|ms
1701061401040|0.064|ms
1701061401134|0.064|ms
1701061401326|0.163|ms
1701061401424|0.072|ms
1701061401553|0.104|ms
1701061401653|0.076|ms
1701061401750|0.073|ms
1701061401862|0.079|ms
1701061401985|0.085|ms
1701061402104|0.085|ms
1701061402215|0.077|ms
1701061402328|0.083|ms
1701061402443|0.081|ms
1701061402549|0.074|ms
1701061402668|0.084|ms
1701061402828|0.126|ms
1701061402965|0.086|ms
1701061403090|0.086|ms
1701061403242|0.114|ms
1701061403378|0.092|ms
1701061403510|0.092|ms
1701061403633|0.085|ms
1701061403766|0.096|ms
1701061403901|0.1|ms
1701061404022|0.084|ms
1701061404156|0.092|ms
1701061404284|0.089|ms
1701061404408|0.085|ms
1701061404534|0.089|ms
1701061404651|0.081|ms
1701061404770|0.083|ms
1701061404902|0.096|ms
1701061405031|0.088|ms
1701061405171|0.103|ms
1701061405305|0.102|ms
1701061405433|0.085|ms
1701061405564|0.093|ms
1701061405680|0.087|ms
1701061405833|0.116|ms
1701061406138|0.265|ms
1701061406303|0.117|ms
1701061406449|0.106|ms
1701061406595|0.096|ms
1701061406722|0.094|ms
1701061406856|0.095|ms
1701061407003|0.093|ms
1701061407152|0.108|ms
1701061407330|0.138|ms
1701061407469|0.101|ms
1701061407626|0.103|ms
1701061407832|0.158|ms
1701061407999|0.134|ms
1701061408122|0.089|ms
1701061408300|0.135|ms
1701061408440|0.095|ms
1701061408605|0.122|ms
1701061408745|0.097|ms
1701061408908|0.118|ms
1701061409071|0.115|ms
1701061409219|0.101|ms
1701061409374|0.107|ms
1701061409526|0.105|ms
1701061409690|0.104|ms
1701061409833|0.1|ms
1701061410016|0.138|ms
1701061410142|0.094|ms
1701061410264|0.083|ms
1701061410399|0.093|ms
1701061410532|0.1|ms
1701061410716|0.15|ms
1701061410888|0.126|ms
1701061411069|0.121|ms
1701061411232|0.11|ms
1701061411384|0.095|ms
1701061411532|0.1|ms
1701061411643|0.077|ms
1701061411796|0.11|ms
1701061411948|0.107|ms
1701061412123|0.126|ms
1701061412288|0.109|ms
1701061412438|0.099|ms
1701061412583|0.096|ms
1701061412725|0.098|ms
1701061412861|0.087|ms
1701061413011|0.101|ms
1701061413168|0.105|ms
1701061413316|0.097|ms
1701061413463|0.099|ms
1701061413618|0.108|ms
1701061413770|0.1|ms
1701061413931|0.112|ms
1701061414078|0.094|ms
1701061414236|0.108|ms
1701061414398|0.105|ms
1701061414554|0.103|ms
1701061414700|0.095|ms
1701061414853|0.105|ms
1701061415009|0.106|ms
1701061415149|0.099|ms
1701061415301|0.095|ms
1701061415453|0.1|ms
1701061415601|0.097|ms
1701061415747|0.108|ms
1701061415912|0.112|ms
1701061416064|0.105|ms
1701061416219|0.101|ms
1701061416371|0.103|ms
1701061416517|0.097|ms
1701061416653|0.096|ms
1701061416810|0.104|ms
1701061416969|0.111|ms
1701061417133|0.111|ms
1701061417296|0.105|ms
1701061417446|0.1|ms
1701061417606|0.111|ms
1701061417773|0.109|ms
1701061417963|0.13|ms
1701061418133|0.109|ms
1701061418284|0.086|ms
1701061418412|0.088|ms
1701061418544|0.092|ms
1701061418708|0.11|ms
1701061418864|0.101|ms
1701061419037|0.113|ms
1701061419197|0.103|ms
1701061419358|0.11|ms
1701061419520|0.106|ms
1701061419685|0.111|ms
1701061419840|0.1|ms
1701061420017|0.114|ms
1701061420186|0.11|ms
1701061420368|0.121|ms
1701061420529|0.104|ms
1701061420655|0.08|ms
1701061420819|0.118|ms
1701061420984|0.109|ms
1701061421150|0.112|ms
1701061421331|0.118|ms
1701061421499|0.11|ms
1701061421623|0.081|ms
1701061421795|0.12|ms
1701061421991|0.137|ms
1701061422154|0.103|ms
1701061422322|0.113|ms
1701061422500|0.117|ms
1701061422678|0.117|ms
1701061422843|0.104|ms
1701061423016|0.11|ms
1701061423195|0.119|ms
1701061423367|0.112|ms
1701061423528|0.099|ms
1701061423692|0.108|ms
1701061423861|0.109|ms
1701061424026|0.101|ms
1701061424202|0.113|ms
1701061424372|0.112|ms
1701061424561|0.128|ms
1701061424738|0.113|ms
1701061424924|0.123|ms
1701061425238|0.251|ms
1701061425439|0.132|ms
1701061425614|0.11|ms
1701061425776|0.11|ms
1701061425961|0.124|ms
1701061426156|0.135|ms
1701061426300|0.097|ms
1701061426470|0.116|ms
1701061426632|0.1|ms
1701061426830|0.136|ms
1701061427027|0.126|ms
1701061427207|0.115|ms
1701061427386|0.112|ms
1701061427563|0.111|ms
1701061427738|0.111|ms
1701061427921|0.12|ms
1701061428095|0.107|ms
1701061428269|0.109|ms
1701061428448|0.12|ms
1701061428644|0.132|ms
1701061428826|0.117|ms
1701061429023|0.119|ms
1701061429213|0.124|ms
1701061429393|0.115|ms
1701061429579|0.12|ms
1701061429794|0.158|ms
1701061429994|0.138|ms
1701061430164|0.113|ms
1701061430358|0.127|ms
1701061430542|0.118|ms
1701061430773|0.177|ms
1701061430966|0.141|ms
1701061431164|0.13|ms
1701061431360|0.129|ms
1701061431537|0.111|ms
1701061431701|0.114|ms
1701061431889|0.121|ms
1701061432088|0.134|ms
1701061432279|0.121|ms
1701061432473|0.126|ms
1701061432656|0.114|ms
1701061432850|0.125|ms
1701061433072|0.142|ms
1701061433291|0.149|ms
1701061433485|0.127|ms
1701061433686|0.138|ms
1701061433899|0.144|ms
1701061434167|0.189|ms
1701061434379|0.133|ms
1701061434531|0.099|ms
1701061434719|0.126|ms
1701061434945|0.156|ms
1701061435154|0.14|ms
1701061435423|0.164|ms
1701061435609|0.112|ms
1701061435788|0.123|ms
1701061435998|0.138|ms
1701061436197|0.127|ms
1701061436395|0.13|ms
1701061436584|0.117|ms
1701061436768|0.115|ms
1701061436974|0.135|ms
1701061437183|0.133|ms
1701061437388|0.131|ms
1701061437594|0.134|ms
1701061437788|0.123|ms
1701061438006|0.145|ms
1701061438205|0.128|ms
1701061438406|0.128|ms
1701061438601|0.122|ms
1701061438804|0.127|ms
1701061439018|0.132|ms
1701061439231|0.138|ms
1701061439438|0.131|ms
1701061439655|0.146|ms
1701061439864|0.133|ms
1701061440075|0.139|ms
1701061440290|0.144|ms
1701061440505|0.142|ms
1701061440668|0.105|ms
1701061440860|0.135|ms
1701061441066|0.129|ms
1701061441268|0.127|ms
1701061441477|0.134|ms
1701061441670|0.122|ms
1701061441877|0.135|ms
1701061442075|0.128|ms
1701061442281|0.133|ms
1701061442479|0.124|ms
1701061442726|0.165|ms
1701061442944|0.143|ms
1701061443125|0.101|ms
1701061443333|0.127|ms
1701061443545|0.136|ms
1701061443768|0.151|ms
1701061444012|0.167|ms
1701061444227|0.137|ms
1701061444448|0.145|ms
1701061444663|0.134|ms
1701061444877|0.133|ms
1701061445088|0.13|ms
1701061445323|0.154|ms
1701061445536|0.137|ms
1701061445725|0.115|ms
1701061445935|0.131|ms
1701061446144|0.13|ms
1701061446348|0.125|ms
1701061446548|0.126|ms
1701061446748|0.138|ms
1701061446978|0.15|ms
1701061447192|0.136|ms
1701061447401|0.128|ms
1701061447612|0.131|ms
1701061447832|0.14|ms
1701061448070|0.145|ms
1701061448294|0.163|ms
1701061448504|0.131|ms
1701061448737|0.152|ms
1701061448971|0.151|ms
1701061449182|0.132|ms
1701061449396|0.137|ms
1701061449606|0.124|ms
1701061449821|0.135|ms
1701061450034|0.132|ms
1701061450264|0.147|ms
1701061450480|0.138|ms
1701061450671|0.112|ms
1701061450878|0.141|ms
1701061451100|0.145|ms
1701061451323|0.137|ms
1701061451536|0.132|ms
1701061451730|0.13|ms
1701061451951|0.141|ms
1701061452175|0.142|ms
1701061452394|0.136|ms
1701061452614|0.139|ms
1701061452833|0.138|ms
1701061453075|0.153|ms
1701061453296|0.135|ms
1701061453521|0.14|ms
1701061453744|0.143|ms
1701061453976|0.15|ms
1701061454190|0.134|ms
1701061454418|0.145|ms
1701061454647|0.144|ms
1701061454870|0.14|ms
1701061455093|0.145|ms
1701061455321|0.139|ms
1701061455540|0.136|ms
1701061455757|0.135|ms
1701061455979|0.142|ms
1701061456214|0.149|ms
1701061456434|0.136|ms
1701061456652|0.133|ms
1701061456850|0.131|ms
1701061457083|0.145|ms
1701061457313|0.142|ms
1701061457540|0.139|ms
1701061457780|0.156|ms
1701061458013|0.151|ms
1701061458252|0.155|ms
1701061458481|0.142|ms
1701061458704|0.138|ms
1701061458943|0.154|ms
1701061459177|0.144|ms
1701061459398|0.118|ms
1701061459623|0.137|ms
1701061459858|0.146|ms
1701061460095|0.144|ms
1701061460329|0.148|ms
1701061460556|0.143|ms
1701061460774|0.137|ms
1701061461048|0.187|ms
1701061461288|0.152|ms
1701061461520|0.145|ms
1701061461731|0.141|ms
1701061461968|0.15|ms
1701061462227|0.173|ms
1701061462455|0.142|ms
1701061462692|0.148|ms
1701061462949|0.165|ms
1701061463197|0.159|ms
1701061463408|0.117|ms
1701061463637|0.143|ms
1701061463882|0.153|ms
1701061464109|0.14|ms
1701061464352|0.15|ms
1701061464586|0.146|ms
1701061464818|0.143|ms
1701061465056|0.139|ms
1701061465296|0.154|ms
1701061465529|0.146|ms
1701061465772|0.154|ms
1701061466023|0.162|ms
1701061466254|0.143|ms
1701061466501|0.156|ms
1701061466721|0.136|ms
1701061466962|0.152|ms
1701061467203|0.15|ms
1701061467431|0.139|ms
1701061467669|0.149|ms
1701061467905|0.144|ms
1701061468145|0.15|ms
1701061468474|0.232|ms
1701061468792|0.201|ms
1701061469060|0.173|ms
1701061469307|0.149|ms
1701061469549|0.15|ms
1701061469803|0.163|ms
1701061470083|0.186|ms
1701061470291|0.135|ms
1701061470534|0.149|ms
1701061470790|0.164|ms
1701061471051|0.172|ms
1701061471310|0.168|ms
1701061471547|0.149|ms
1701061471772|0.149|ms
1701061472029|0.162|ms
1701061472274|0.152|ms
1701061472517|0.15|ms
1701061472779|0.166|ms
1701061473023|0.151|ms
1701061473278|0.16|ms
1701061473518|0.148|ms
1701061473773|0.16|ms
1701061474052|0.182|ms
1701061474304|0.156|ms
1701061474603|0.206|ms
1701061474892|0.169|ms
1701061475149|0.165|ms
1701061475392|0.158|ms
1701061475646|0.159|ms
1701061475892|0.162|ms
1701061476132|0.146|ms
1701061476384|0.155|ms
1701061476621|0.141|ms
1701061476843|0.129|ms
1701061477123|0.182|ms
1701061477416|0.176|ms
1701061477670|0.158|ms
1701061477936|0.168|ms
1701061478209|0.177|ms
1701061478451|0.144|ms
1701061478699|0.152|ms
1701061478974|0.177|ms
1701061479225|0.156|ms
1701061479473|0.148|ms
1701061479727|0.156|ms
1701061479995|0.17|ms
1701061480252|0.161|ms
1701061480511|0.16|ms
1701061480728|0.118|ms
1701061481029|0.204|ms
1701061481292|0.166|ms
1701061481553|0.166|ms
1701061481787|0.154|ms
1701061482071|0.188|ms
1701061482322|0.154|ms
1701061482573|0.155|ms
1701061482833|0.164|ms
1701061483127|0.168|ms
1701061483389|0.159|ms
1701061483658|0.17|ms
1701061483907|0.168|ms
1701061484168|0.155|ms
1701061484420|0.155|ms
1701061484675|0.157|ms
1701061484966|0.189|ms
1701061485233|0.161|ms
1701061485492|0.162|ms
1701061485732|0.141|ms
1701061486026|0.193|ms
1701061486299|0.178|ms
1701061486566|0.165|ms
1701061486808|0.16|ms
1701061487106|0.187|ms
1701061487364|0.158|ms
1701061487622|0.157|ms
1701061487876|0.153|ms
1701061488147|0.149|ms
1701061488436|0.183|ms
1701061488738|0.195|ms
1701061489072|0.234|ms
1701061489385|0.189|ms
1701061489666|0.176|ms
1701061489976|0.208|ms
1701061490247|0.169|ms
1701061490539|0.191|ms
1701061490778|0.153|ms
1701061491086|0.202|ms
1701061491357|0.162|ms
1701061491621|0.16|ms
1701061491877|0.159|ms
1701061492166|0.163|ms
1701061492442|0.173|ms
1701061492742|0.198|ms
1701061493056|0.21|ms
1701061493324|0.164|ms
1701061493600|0.171|ms
1701061493867|0.163|ms
1701061494252|0.183|ms
1701061494527|0.166|ms
1701061494807|0.173|ms
1701061495107|0.196|ms
1701061495383|0.17|ms
1701061495660|0.169|ms
1701061495968|0.218|ms
1701061496263|0.175|ms
1701061496545|0.172|ms
1701061496803|0.169|ms
1701061497107|0.193|ms
1701061497379|0.165|ms
1701061497656|0.16|ms
1701061497973|0.213|ms
1701061498255|0.169|ms
1701061498520|0.16|ms
1701061498788|0.165|ms
1701061499119|0.226|ms
1701061499392|0.167|ms
1701061499675|0.182|ms
1701061500000|0.219|ms
1701061500285|0.165|ms
1701061500550|0.157|ms
1701061500824|0.165|ms
1701061501181|0.217|ms
1701061501454|0.167|ms
1701061501708|0.148|ms
1701061502055|0.242|ms
1701061502334|0.175|ms
1701061502606|0.162|ms
1701061502879|0.167|ms
1701061503192|0.167|ms
1701061503469|0.167|ms
1701061503737|0.159|ms
1701061504102|0.26|ms
1701061504395|0.17|ms
1701061504669|0.165|ms
1701061504964|0.186|ms
1701061505312|0.196|ms
1701061505586|0.167|ms
1701061505919|0.233|ms
1701061506258|0.233|ms
1701061506540|0.174|ms
1701061506818|0.187|ms
1701061507157|0.228|ms
1701061507463|0.184|ms
1701061507728|0.17|ms
1701061508092|0.257|ms
1701061508377|0.17|ms
1701061508782|0.226|ms
1701061509138|0.243|ms
1701061509433|0.181|ms
1701061509708|0.167|ms
1701061510131|0.315|ms
1701061510540|0.195|ms
1701061510807|0.157|ms
1701061511173|0.255|ms
1701061511472|0.171|ms
1701061511743|0.163|ms
1701061512117|0.263|ms
1701061512450|0.218|ms
1701061512725|0.168|ms
1701061513102|0.263|ms
1701061513400|0.171|ms
1701061513681|0.17|ms
1701061514139|0.348|ms
1701061514456|0.198|ms
1701061514740|0.173|ms
1701061515139|0.289|ms
1701061515445|0.181|ms
1701061515728|0.171|ms
1701061516093|0.268|ms
1701061516440|0.234|ms
1701061516707|0.155|ms
1701061517014|0.193|ms
1701061517404|0.229|ms
1701061517687|0.171|ms
1701061518002|0.205|ms
1701061518400|0.241|ms
1701061518682|0.17|ms
1701061519027|0.234|ms
1701061519358|0.222|ms
1701061519648|0.172|ms
1701061519961|0.193|ms
1701061520346|0.226|ms
1701061520633|0.175|ms
1701061520961|0.229|ms
1701061521260|0.184|ms
1701061521593|0.172|ms
1701061521894|0.2|ms
1701061522316|0.248|ms
1701061522618|0.19|ms
1701061523052|0.321|ms
1701061523412|0.244|ms
1701061523709|0.183|ms
1701061524081|0.259|ms
1701061524408|0.209|ms
1701061524736|0.19|ms
1701061525104|0.251|ms
1701061525462|0.237|ms
1701061525743|0.167|ms
1701061526137|0.278|ms
1701061526492|0.237|ms
1701061526784|0.177|ms
1701061527154|0.254|ms
1701061527512|0.233|ms
1701061527807|0.18|ms
1701061528183|0.258|ms
1701061528535|0.238|ms
1701061528827|0.177|ms
1701061529204|0.253|ms
1701061529575|0.256|ms
1701061529871|0.179|ms
1701061530314|0.316|ms
1701061530661|0.231|ms
1701061530953|0.192|ms
1701061531435|0.286|ms
1701061531738|0.162|ms
1701061532130|0.274|ms
1701061532569|0.312|ms
1701061532869|0.183|ms
1701061533264|0.271|ms
1701061533644|0.26|ms
1701061533940|0.185|ms
1701061534320|0.261|ms
1701061534712|0.276|ms
1701061535033|0.202|ms
1701061535371|0.192|ms
1701061535758|0.259|ms
1701061536142|0.265|ms
1701061536451|0.185|ms
1701061536909|0.332|ms
1701061537241|0.213|ms
1701061537577|0.193|ms
1701061537965|0.235|ms
1701061538304|0.22|ms
1701061538707|0.24|ms
1701061539079|0.227|ms
1701061539463|0.259|ms
1701061539818|0.237|ms
1701061540154|0.206|ms
1701061540547|0.243|ms
1701061540921|0.253|ms
1701061541338|0.296|ms
1701061541677|0.218|ms
1701061542027|0.204|ms
1701061542434|0.263|ms
1701061542762|0.209|ms
1701061543083|0.185|ms
1701061543509|0.25|ms
1701061543859|0.226|ms
1701061544181|0.194|ms
1701061544615|0.311|ms
1701061544961|0.224|ms
1701061545307|0.222|ms
1701061545648|0.221|ms
1701061546027|0.253|ms
1701061546385|0.234|ms
1701061546720|0.201|ms
1701061547094|0.236|ms
1701061547456|0.235|ms
1701061547836|0.245|ms
1701061548192|0.213|ms
1701061548573|0.238|ms
1701061548947|0.248|ms
1701061549304|0.223|ms
1701061549762|0.319|ms
1701061550137|0.245|ms
1701061550474|0.205|ms
1701061550908|0.245|ms
1701061551287|0.232|ms
1701061551659|0.246|ms
1701061552009|0.224|ms
1701061552407|0.244|ms
1701061552758|0.227|ms
1701061553129|0.247|ms
1701061553499|0.228|ms
1701061554039|0.414|ms
1701061554508|0.256|ms
1701061555152|0.491|ms
1701061555615|0.307|ms
1701061556147|0.423|ms
1701061556736|0.449|ms
1701061557297|0.447|ms
1701061557693|0.246|ms
1701061558186|0.363|ms
1701061558604|0.284|ms
1701061559023|0.291|ms
1701061559418|0.26|ms
1701061559834|0.281|ms
1701061560239|0.274|ms
1701061560618|0.246|ms
1701061560998|0.264|ms
1701061561376|0.262|ms
1701061561738|0.236|ms
1701061562232|0.369|ms
1701061562667|0.303|ms
1701061563102|0.3|ms
1701061563542|0.212|ms
1701061563961|0.244|ms
1701061564421|0.257|ms
1701061564829|0.253|ms
1701061565361|0.37|ms
1701061565783|0.265|ms
1701061566252|0.287|ms
1701061566611|0.201|ms
1701061567017|0.262|ms
1701061567508|0.333|ms
1701061567942|0.285|ms
1701061568383|0.286|ms
1701061568802|0.27|ms
1701061569249|0.27|ms
1701061569666|0.214|ms
1701061570074|0.226|ms
1701061570481|0.213|ms
1701061570829|0.185|ms
1701061571282|0.259|ms
1701061571693|0.212|ms
1701061572144|0.257|ms
1701061572589|0.247|ms
1701061573042|0.277|ms
1701061573418|0.229|ms
1701061573846|0.227|ms
1701061574257|0.215|ms
1701061574672|0.22|ms
1701061575085|0.225|ms
1701061575535|0.261|ms
1701061575924|0.21|ms
1701061576365|0.238|ms
1701061576745|0.199|ms
1701061577163|0.212|ms
1701061577628|0.228|ms
1701061578044|0.214|ms
1701061578497|0.252|ms
1701061578909|0.225|ms
1701061579362|0.259|ms
1701061579783|0.279|ms
1701061580205|0.229|ms
1701061580667|0.237|ms
1701061581104|0.259|ms
1701061581526|0.224|ms
1701061581949|0.216|ms
1701061582419|0.249|ms
1701061582829|0.229|ms
1701061583267|0.225|ms
1701061583704|0.221|ms
1701061584146|0.247|ms
1701061584577|0.244|ms
1701061584982|0.226|ms
1701061585419|0.235|ms
1701061585847|0.226|ms
1701061586227|0.222|ms
1701061586658|0.268|ms
1701061587082|0.236|ms
1701061587522|0.222|ms
1701061587967|0.228|ms
1701061588405|0.222|ms
1701061588854|0.229|ms
1701061589299|0.223|ms
1701061589753|0.264|ms
1701061590169|0.216|ms
1701061590609|0.214|ms
1701061591022|0.218|ms
1701061591459|0.245|ms
1701061591854|0.219|ms
1701061592267|0.221|ms
1701061592680|0.227|ms
1701061593090|0.227|ms
1701061593548|0.247|ms
1701061593971|0.257|ms
1701061594382|0.24|ms
1701061594913|0.345|ms
1701061595342|0.244|ms
1701061595820|0.237|ms
1701061596525|0.3|ms
1701061597039|0.297|ms
1701061597453|0.232|ms
1701061597914|0.25|ms
1701061598349|0.24|ms
1701061598776|0.227|ms
1701061599270|0.256|ms
1701061599687|0.237|ms
1701061600139|0.232|ms
1701061600612|0.221|ms
1701061601106|0.269|ms
1701061601545|0.229|ms
1701061602180|0.325|ms
1701061602630|0.242|ms
1701061603059|0.231|ms
1701061603581|0.233|ms
1701061604078|0.278|ms
1701061604509|0.232|ms
1701061604994|0.273|ms
1701061605510|0.341|ms
1701061605876|0.211|ms
1701061606374|0.244|ms
1701061606906|0.311|ms
1701061607368|0.286|ms
1701061607887|0.345|ms
1701061608400|0.35|ms
1701061608893|0.335|ms
1701061609404|0.344|ms
1701061609898|0.33|ms
1701061610406|0.341|ms
1701061610889|0.32|ms
1701061611417|0.344|ms
1701061611897|0.319|ms
1701061612429|0.342|ms
1701061612933|0.337|ms
1701061613447|0.346|ms
1701061614035|0.418|ms
1701061614570|0.351|ms
1701061615089|0.354|ms
1701061615615|0.355|ms
1701061616137|0.354|ms
1701061616663|0.359|ms
1701061617178|0.351|ms
1701061617726|0.379|ms
1701061618239|0.356|ms
1701061618786|0.381|ms
1701061619475|0.458|ms
1701061620024|0.377|ms
1701061620576|0.365|ms
1701061621057|0.308|ms
1701061621578|0.347|ms
1701061622065|0.32|ms
1701061622603|0.361|ms
1701061623060|0.289|ms
1701061623589|0.318|ms
1701061624098|0.314|ms
1701061624618|0.324|ms
1701061625126|0.323|ms
1701061625629|0.315|ms
1701061626135|0.322|ms
1701061626646|0.326|ms
1701061627175|0.353|ms
1701061627687|0.32|ms
1701061628233|0.365|ms
1701061628730|0.33|ms
1701061629248|0.346|ms
1701061629898|0.48|ms
1701061630463|0.389|ms
1701061630969|0.33|ms
1701061631504|0.36|ms
1701061632040|0.36|ms
1701061632558|0.34|ms
1701061633070|0.337|ms
1701061633603|0.351|ms
1701061634127|0.348|ms
1701061634861|0.558|ms
1701061635390|0.353|ms
1701061635931|0.367|ms
1701061636402|0.297|ms
1701061636925|0.328|ms
1701061637400|0.3|ms
1701061637956|0.341|ms
1701061638472|0.333|ms
1701061638985|0.317|ms
1701061639512|0.344|ms
1701061640046|0.361|ms
1701061640570|0.346|ms
1701061641090|0.345|ms
1701061641664|0.391|ms
1701061642191|0.359|ms
1701061642711|0.344|ms
1701061643293|0.375|ms
1701061643842|0.367|ms
1701061644383|0.362|ms
1701061644907|0.348|ms
1701061645448|0.364|ms
1701061645972|0.346|ms
1701061646514|0.362|ms
1701061647052|0.36|ms
1701061647583|0.351|ms
1701061648115|0.355|ms
1701061648660|0.366|ms
1701061649191|0.352|ms
1701061649730|0.353|ms
1701061650285|0.371|ms
1701061650909|0.444|ms
1701061651452|0.35|ms
1701061651964|0.329|ms
1701061652512|0.366|ms
1701061653004|0.313|ms
1701061653542|0.358|ms
1701061654047|0.322|ms
1701061654593|0.347|ms
1701061655138|0.359|ms
1701061655679|0.354|ms
1701061656223|0.359|ms
1701061656757|0.356|ms
1701061657297|0.36|ms
1701061657826|0.346|ms
1701061658389|0.378|ms
1701061658932|0.359|ms
1701061659477|0.36|ms
1701061660009|0.347|ms
1701061660567|0.376|ms
1701061661108|0.357|ms
1701061661649|0.354|ms
1701061662198|0.38|ms
1701061662725|0.337|ms
1701061663278|0.371|ms
1701061663816|0.355|ms
1701061664391|0.392|ms
1701061664922|0.346|ms
1701061665474|0.369|ms
1701061665990|0.334|ms
1701061666560|0.386|ms
1701061667111|0.364|ms
1701061667659|0.356|ms
1701061668212|0.367|ms
1701061668765|0.369|ms
1701061669311|0.36|ms
1701061669851|0.351|ms
1701061670397|0.361|ms
1701061670940|0.358|ms
1701061671488|0.362|ms
1701061672029|0.352|ms
1701061672564|0.349|ms
